,ds,y
665,2021-03-27,13108.910458600003
666,2021-03-28,17897.30192869999
667,2021-03-29,20114.067819599994
668,2021-03-30,11342.527126300001
669,2021-03-31,12857.646505599998
670,2021-04-01,8996.284104000004
671,2021-04-02,10966.578854300002
672,2021-04-03,14896.597666599991
673,2021-04-04,9507.433328799998
674,2021-04-05,15785.990690199997
675,2021-04-06,13508.8081333
676,2021-04-07,13391.665885700004
677,2021-04-08,13431.739141500002
678,2021-04-09,12559.003482600006
679,2021-04-10,14328.464721799997
680,2021-04-11,16161.187589300009
681,2021-04-12,14240.340690699997
682,2021-04-13,14949.9612328
683,2021-04-14,15328.656969200007
684,2021-04-15,11746.7806145
685,2021-04-16,8141.586042600003
686,2021-04-17,10996.830614500002
687,2021-04-18,15167.337589799998
688,2021-04-19,14771.227983699997
689,2021-04-20,12597.510459699997
690,2021-04-21,11804.474800800004
691,2021-04-22,9676.086429499997
692,2021-04-23,7445.672477
693,2021-04-24,8081.661484400002
694,2021-04-25,11670.768211900002
695,2021-04-26,11847.044179600005
696,2021-04-27,10592.350769700002
697,2021-04-28,10432.252708600001
698,2021-04-29,9668.879064600003
699,2021-04-30,6575.875965900001
700,2021-05-01,9702.639918500001
701,2021-05-02,10970.177514300003
702,2021-05-03,9624.513561200001
703,2021-05-04,8214.492243700002
704,2021-05-05,9954.513948400005
705,2021-05-06,5772.215888299999
706,2021-05-07,2100.8717041000004
